                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "r26.4.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260508"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      45                                      575                  1.8281309940044158E-001                 -1.5160251739045081E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1286974933007737E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1286974933007737E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1355672648114304E+001                  4.4088705937127915E-012                 -1.1355672648114304E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1355672648114304E+001                  4.4088705937127915E-012                 -1.1355672648114304E+001                 -3.4429007756601465E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672152427001770E+000                  2.5706051045098710E+000                  1.4735252277190780E+000                  2.1899871762009959E+000                  0.0000000000000000E+000                  1.1499687877875132E+001                 -2.7465915723526728E+000                  6.1107552769302647E+000                  6.2143811413595240E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861540E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        2 
                                      50                                      575                  4.5497190750010669E-001                 -1.1201189436663841E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1287820218013339E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1287820218013339E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1355622508288610E+001                  4.4093796325645511E-012                 -1.1355622508288610E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1355622508288610E+001                  4.4093796325645511E-012                 -1.1355622508288610E+001                 -3.4428837555131494E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672156920814971E+000                  2.5705990799512648E+000                  1.4735213166771353E+000                  2.1899949982848810E+000                  0.0000000000000000E+000                  1.1499703265634897E+001                 -2.7465798957234711E+000                  6.1107589968669069E+000                  6.2143810966560975E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861540E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        2 
                                      55                                      575                  1.1321901128706655E+000                 -7.2421271342826010E-001                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1285133197703601E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1285133197703601E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1355497746534789E+001                  4.4106465170973450E-012                 -1.1355497746534789E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1355497746534789E+001                  4.4106465170973450E-012                 -1.1355497746534789E+001                 -3.4428414026713767E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672168156034020E+000                  2.5705841327402759E+000                  1.4735115960278302E+000                  2.1900144395834915E+000                  0.0000000000000000E+000                  1.1499741556642125E+001                 -2.7465508398680223E+000                  6.1107682539016990E+000                  6.2143809854125265E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861540E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        2 
                                      60                                      575                  2.8173257176583335E+000                 -3.2830648319013606E-001                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1284527284480010E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1284527284480010E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1355187338709102E+001                  4.4138001113615572E-012                 -1.1355187338709102E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1355187338709102E+001                  4.4138001113615572E-012                 -1.1355187338709102E+001                 -3.4427360273213104E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672196118884304E+000                  2.5705469557171661E+000                  1.4734874149462198E+000                  2.1900628017467123E+000                  0.0000000000000000E+000                  1.1499836830929018E+001                 -2.7464785442286823E+000                  6.1107912869916801E+000                  6.2143807086377545E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861535E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        2 
                                      65                                      575                  7.0104823457635828E+000                  6.7599747047987935E-002                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1289917097970595E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1289917097970595E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1354415171751763E+001                  4.4216547408548872E-012                 -1.1354415171751763E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1354415171751763E+001                  4.4216547408548872E-012                 -1.1354415171751763E+001                 -3.4424739164572713E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672265676284352E+000                  2.5704544708421384E+000                  1.4734272610286963E+000                  2.1901831095817594E+000                  0.0000000000000000E+000                  1.1500073844877642E+001                 -2.7462986915926444E+000                  6.1108485839793527E+000                  6.2143800202703348E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861535E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        2 
                                      70                                      575                  1.7444397846610435E+001                  4.6350597728611193E-001                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1307131829786951E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1307131829786951E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1352495175844068E+001                  4.4412459468730335E-012                 -1.1352495175844068E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1352495175844068E+001                  4.4412459468730335E-012                 -1.1352495175844068E+001                 -3.4418223115525137E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672438606424715E+000                  2.5702244740861735E+000                  1.4732776766226405E+000                  2.1904822783938704E+000                  0.0000000000000000E+000                  1.1500663244221373E+001                 -2.7458514223174579E+000                  6.1109910529462637E+000                  6.2143783094880423E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861535E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        2 
                                      75                                      575                  4.3407318465677669E+001                  8.5941220752423608E-001                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999982814112087E-001                  2.1371254316348811E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999982814112087E-001                  2.1371254316348811E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1347726261783796E+001                  4.4902832579532051E-012                 -1.1347726261783796E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1347726261783796E+001                  4.4902832579532051E-012                 -1.1347726261783796E+001                 -3.4402042775997707E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672867967429577E+000                  2.5696529979641629E+000                  1.4729060663606623E+000                  2.1912254989178268E+000                  0.0000000000000000E+000                  1.1502127587480866E+001                 -2.7447400913448332E+000                  6.1113449165237732E+000                  6.2143740654653068E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861535E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        2 
                                      80                                      575                  1.0801137310051504E+002                  1.2553184377623601E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999982814112087E-001                  2.1634052449097663E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999982814112087E-001                  2.1634052449097663E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1335912753598937E+001                  4.6141025900114748E-012                 -1.1335912753598937E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1335912753598937E+001                  4.6141025900114748E-012                 -1.1335912753598937E+001                 -3.4361982542254985E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6673930497560061E+000                  2.5682360621573630E+000                  1.4719850924311664E+000                  2.1930674467768188E+000                  0.0000000000000000E+000                  1.1505757332183331E+001                 -2.7419847298586157E+000                  6.1122214671065374E+000                  6.2143635846742440E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861535E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        2 
                                      85                                      575                  2.6876693432947360E+002                  1.6512246680004841E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999982814112087E-001                  2.2741414576911322E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999982814112087E-001                  2.2741414576911322E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1306839162579870E+001                  4.9335648067621415E-012                 -1.1306839162579870E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1306839162579870E+001                  4.9335648067621415E-012                 -1.1306839162579870E+001                 -3.4263514001628970E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6676537633498585E+000                  2.5647407852747439E+000                  1.4697160268021523E+000                  2.1976055780348469E+000                  0.0000000000000000E+000                  1.1514703497922335E+001                 -2.7351897432534327E+000                  6.1143783326000278E+000                  6.2143379898496465E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861535E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        2 
                                      90                                      577                  6.6877821244671566E+002                  2.0471308982386081E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999982814112087E-001                  2.5950855820101950E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999982814112087E-001                  2.5950855820101950E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1236390267346575E+001                  5.8024276322891804E-012                 -1.1236390267346575E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1236390267346575E+001                  5.8024276322891804E-012                 -1.1236390267346575E+001                 -3.4025596565808613E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6683539231242630E+000                  2.5565144556744497E+000                  1.4642025424531959E+000                  2.2086325467327597E+000                  0.0000000000000000E+000                  1.1536457758530080E+001                 -2.7186444562655496E+000                  6.1196030768633642E+000                  6.2142771366496818E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861535E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        3 
                                      95                                      577                  1.6641342760114112E+003                  2.4430371284767323E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999984839041400E-001                  3.5876308497030024E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999984839041400E-001                  3.5876308497030024E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1071836108770045E+001                  8.4754719565241944E-012                 -1.1071836108770045E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1071836108770045E+001                  8.4754719565241944E-012                 -1.1071836108770045E+001                 -3.3473475486725185E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6699063925080400E+000                  2.5368053526033445E+000                  1.4512430521500899E+000                  2.2345515273389718E+000                  0.0000000000000000E+000                  1.1587709303815213E+001                 -2.6795308590284308E+000                  6.1317899058561869E+000                  6.2141416408161521E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861535E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        3 
                                     100                                      582                  4.1408986761007136E+003                  2.8389433587148560E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999986863970736E-001                  6.3173465264144246E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999986863970736E-001                  6.3173465264144246E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0716851675250213E+001                  1.9193241362041125E-011                 -1.0716851675250213E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.0716851675250213E+001                  1.9193241362041125E-011                 -1.0716851675250213E+001                 -3.2297779896454912E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6732332732557778E+000                  2.4933957549145140E+000                  1.4228844918101982E+000                  2.2912686480187552E+000                  0.0000000000000000E+000                  1.1700583582283006E+001                 -2.5927396242650196E+000                  6.1580361527930929E+000                  6.2138801753631023E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861531E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        4 
                                     105                                      586                  1.0303881068130926E+004                  3.2348495889529802E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999991388900000E-001                  1.3090199395444771E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999991388900000E-001                  1.3090199395444771E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0054388134810868E+001                  8.8229103261555034E-011                 -1.0054388134810868E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.0054388134810868E+001                  8.8229103261555034E-011                 -1.0054388134810868E+001                 -3.0143409448111456E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6795582059125613E+000                  2.4100099267137018E+000                  1.3685417123962258E+000                  2.3999542068466999E+000                  0.0000000000000000E+000                  1.1921047908680258E+001                 -2.4212380195571543E+000                  6.2074756467299022E+000                  6.2134868415886424E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861384E-003                  9.3805276451495428E-003                  3.4468833607861531E-003                  9.3805276451495428E-003                  3.5000000000000022E+000                  1.3998510118237459E+000                                        0                                        4 
                                     110                                      595                  2.3041274565394076E+004                  3.4730784459363724E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999995138899966E-001                  2.6210868984048497E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999995138899966E-001                  2.6210868984048497E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.1715425897661298E+000                  6.7368582617914027E-010                 -9.1715425897661298E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.1715425897661298E+000                  6.7368582617914027E-010                 -9.1715425897661298E+000                 -2.7304753364096946E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6883440945143429E+000                  2.2966131378018924E+000                  1.2942715407367580E+000                  2.5484945501656355E+000                  0.0000000000000000E+000                  1.2237104974873365E+001                 -2.1726265671528453E+000                  6.2757767785830749E+000                  6.2130749987722567E-001                  8.5000496627254196E-001                  1.2966429887659314E+000                  6.9999999999999973E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495428E-003                  3.4468833607861522E-003                  9.3805276451495428E-003                  3.5000000000000009E+000                  1.3998510118237459E+000                                        0                                        5 
                                     115                                      602                  4.2870840231509246E+004                  3.6706541016018770E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999997170149979E-001                  4.1691239539277719E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999997170149979E-001                  4.1691239539277719E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.3177328550644383E+000                  4.8113521523532228E-009                 -8.3177328550644383E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.3177328550644383E+000                  4.8113521523532228E-009                 -8.3177328550644383E+000                 -2.4561999737816247E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6966902236941199E+000                  2.1881567682727097E+000                  1.2233510976126125E+000                  2.6903354364139265E+000                  0.0000000000000000E+000                  1.2565797708275289E+001                 -1.9126273021816562E+000                  6.3453797126826350E+000                  6.2126975955919073E-001                  8.5000496627254030E-001                  1.2966429887659359E+000                  6.9999999999999540E-001                  2.7997020236474890E-001                  3.4468833607861366E-003                  9.3805276451495428E-003                  3.4468833607861522E-003                  9.3805276451495428E-003                  3.5000000000000000E+000                  1.3998510118237459E+000                                        0                                        4 
                                     120                                      614                  7.0821940828774357E+004                  3.8236872286610328E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998263899992E-001                  5.7271221554717167E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999998263899992E-001                  5.7271221554717167E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.5290243308718052E+000                  2.9578467517909162E-008                 -7.5290243308718052E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.5290243308718052E+000                  2.9578467517909162E-008                 -7.5290243308718061E+000                 -2.2024192527682267E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7045889137520596E+000                  2.0984082501161536E+000                  1.1626794584184554E+000                  2.8116787148022411E+000                  0.0000000000000000E+000                  1.2885506052412490E+001                 -1.6598147294927790E+000                  6.4130700963295872E+000                  6.2123869469394699E-001                  8.5000496627252808E-001                  1.2966429887659774E+000                  6.9999999999995866E-001                  2.7997020236474890E-001                  3.4468833607861366E-003                  9.3805276451495428E-003                  3.4468833607861522E-003                  9.3805276451495428E-003                  3.4999999999999853E+000                  1.3998510118237459E+000                                        0                                        4 
                                     125                                      621                  1.1180036861169798E+005                  3.9369600399820910E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998951399982E-001                  7.3271534458893561E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999998951399982E-001                  7.3271534458893561E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.7279965955353420E+000                  1.8706968048307213E-007                 -6.7279965955353420E+000                 -9.8999999999999986E+001                 -2.2276219679134606E+001                 -6.7279965955353420E+000                  1.8706968048307213E-007                 -6.7279965955354211E+000                 -1.9468533872814746E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7130148881936451E+000                  2.0297389641451113E+000                  1.1114928665497636E+000                  2.9140518985396242E+000                  0.0000000000000000E+000                  1.3222431514867651E+001                 -1.3932632884750416E+000                  6.4842057371895665E+000                  6.2121026088450060E-001                  8.5000496627241906E-001                  1.2966429887663442E+000                  6.9999999999963147E-001                  2.7997020236474890E-001                  3.4468833607861366E-003                  9.3805276451495428E-003                  3.4468833607861514E-003                  9.3805276451495445E-003                  3.4999999999998619E+000                  1.3998510118237459E+000                                        0                                        4 
